,class,label,index
0,4,0,2017
1,4,0,4091
2,4,0,5006
3,4,0,5331
4,4,0,7526
5,4,0,8569
6,4,0,8766
7,4,0,9361
8,4,0,10257
9,4,0,10921
10,4,0,11246
11,4,0,12092
12,4,0,12648
13,4,0,13147
14,4,0,13178
15,4,0,13492
16,4,0,13556
17,4,0,13973
18,4,0,14968
19,4,0,15345
20,4,0,15760
21,4,0,15881
22,4,0,16017
23,4,0,16612
24,4,0,16691
25,4,0,17518
26,4,0,17661
27,4,0,18111
28,4,0,18161
29,4,0,19073
30,4,0,21283
31,4,0,21697
32,4,0,21724
33,4,0,22111
34,4,0,22161
35,4,0,22495
36,4,0,23482
37,4,0,24367
38,4,0,24657
39,4,0,26214
40,4,0,26722
41,4,0,26919
42,4,0,27111
43,4,0,27727
44,4,0,28292
45,4,0,29043
46,4,0,29142
47,4,0,29722
48,4,0,29869
49,4,0,31625
50,4,0,32127
51,4,0,33556
52,4,0,34195
53,4,0,34636
54,4,0,35852
55,4,0,35967
56,4,0,37758
57,4,0,38743
58,4,0,38932
59,4,0,39824
60,4,0,40131
61,4,0,40402
62,4,0,42419
63,4,0,42939
64,4,0,43305
65,4,0,44390
66,4,0,44934
67,4,0,45184
68,4,0,45277
69,4,0,45894
70,4,0,46124
71,4,0,47255
72,4,0,47463
73,4,0,47746
74,4,0,48107
75,4,0,48289
76,4,0,48490
77,4,0,48727
78,4,0,49889
79,4,0,50281
80,4,0,50292
81,4,0,50643
82,4,0,51152
83,4,0,52648
84,4,0,52965
85,4,0,53411
86,4,0,53665
87,4,0,55866
88,4,0,55942
89,4,0,56820
90,4,0,57273
91,4,0,57558
92,4,0,59160
93,4,1,117
94,4,1,851
95,4,1,1312
96,4,1,1717
97,4,1,1910
98,4,1,2146
99,4,1,2242
100,4,1,2301
101,4,1,2715
102,4,1,2924
103,4,1,3053
104,4,1,3145
105,4,1,3148
106,4,1,3334
107,4,1,4878
108,4,1,5515
109,4,1,5568
110,4,1,5883
111,4,1,6590
112,4,1,6806
113,4,1,7023
114,4,1,7584
115,4,1,7793
116,4,1,8320
117,4,1,8368
118,4,1,9115
119,4,1,10091
120,4,1,10236
121,4,1,10533
122,4,1,10549
123,4,1,10967
124,4,1,11110
125,4,1,11762
126,4,1,11842
127,4,1,11853
128,4,1,12682
129,4,1,13590
130,4,1,13613
131,4,1,13903
132,4,1,14518
133,4,1,15262
134,4,1,15811
135,4,1,16516
136,4,1,16896
137,4,1,16946
138,4,1,17416
139,4,1,17495
140,4,1,17510
141,4,1,17513
142,4,1,17607
143,4,1,17750
144,4,1,17933
145,4,1,18042
146,4,1,19183
147,4,1,19646
148,4,1,19924
149,4,1,20357
150,4,1,20440
151,4,1,20653
152,4,1,20996
153,4,1,21115
154,4,1,21423
155,4,1,22209
156,4,1,22291
157,4,1,22431
158,4,1,23157
159,4,1,23881
160,4,1,23889
161,4,1,24538
162,4,1,25365
163,4,1,25725
164,4,1,25956
165,4,1,26234
166,4,1,26729
167,4,1,27159
168,4,1,27301
169,4,1,27411
170,4,1,27567
171,4,1,28279
172,4,1,28300
173,4,1,28758
174,4,1,28936
175,4,1,29782
176,4,1,30106
177,4,1,30770
178,4,1,30958
179,4,1,31333
180,4,1,31409
181,4,1,31461
182,4,1,32054
183,4,1,32190
184,4,1,32317
185,4,1,32642
186,4,1,33219
187,4,1,34207
188,4,1,34239
189,4,1,34290
190,4,1,34964
191,4,1,35032
192,4,1,35054
193,4,1,35390
194,4,1,35438
195,4,1,35687
196,4,1,35951
197,4,1,36363
198,4,1,36402
199,4,1,36681
200,4,1,37056
201,4,1,39127
202,4,1,39282
203,4,1,41035
204,4,1,41665
205,4,1,42618
206,4,1,43172
207,4,1,43468
208,4,1,43976
209,4,1,44169
210,4,1,44232
211,4,1,44808
212,4,1,44851
213,4,1,45082
214,4,1,45379
215,4,1,46025
216,4,1,46260
217,4,1,46329
218,4,1,46879
219,4,1,46889
220,4,1,47270
221,4,1,47880
222,4,1,47918
223,4,1,48242
224,4,1,48297
225,4,1,48478
226,4,1,48989
227,4,1,49453
228,4,1,49634
229,4,1,50271
230,4,1,50374
231,4,1,50559
232,4,1,50868
233,4,1,50935
234,4,1,50998
235,4,1,51271
236,4,1,51320
237,4,1,51560
238,4,1,51660
239,4,1,51898
240,4,1,51905
241,4,1,52143
242,4,1,52589
243,4,1,52730
244,4,1,53502
245,4,1,53679
246,4,1,55276
247,4,1,55284
248,4,1,55470
249,4,1,56478
250,4,1,57148
251,4,1,57922
252,4,1,58281
253,4,1,58493
254,4,1,58770
255,4,1,58904
256,4,1,59462
257,4,1,59580
258,4,1,59982
