,class,label,index
0,6,0,280
1,6,0,1182
2,6,0,1353
3,6,0,2453
4,6,0,2713
5,6,0,2870
6,6,0,3006
7,6,0,3307
8,6,0,3401
9,6,0,3495
10,6,0,4034
11,6,0,5445
12,6,0,5997
13,6,0,6275
14,6,0,6983
15,6,0,7055
16,6,0,7389
17,6,0,7472
18,6,0,7841
19,6,0,8247
20,6,0,8591
21,6,0,10456
22,6,0,10474
23,6,0,11585
24,6,0,12192
25,6,0,13163
26,6,0,13542
27,6,0,13742
28,6,0,13972
29,6,0,14065
30,6,0,14155
31,6,0,14314
32,6,0,14321
33,6,0,14475
34,6,0,15050
35,6,0,15189
36,6,0,15939
37,6,0,16704
38,6,0,17099
39,6,0,17211
40,6,0,17770
41,6,0,18047
42,6,0,18995
43,6,0,19135
44,6,0,19903
45,6,0,20397
46,6,0,21364
47,6,0,21404
48,6,0,22923
49,6,0,23246
50,6,0,24043
51,6,0,24579
52,6,0,24744
53,6,0,24925
54,6,0,25674
55,6,0,26132
56,6,0,26307
57,6,0,26563
58,6,0,27084
59,6,0,27462
60,6,0,27575
61,6,0,27600
62,6,0,27631
63,6,0,27984
64,6,0,27993
65,6,0,28092
66,6,0,28173
67,6,0,29514
68,6,0,30227
69,6,0,31153
70,6,0,31480
71,6,0,32532
72,6,0,32799
73,6,0,32950
74,6,0,33159
75,6,0,33430
76,6,0,33672
77,6,0,34393
78,6,0,34867
79,6,0,35031
80,6,0,35427
81,6,0,35444
82,6,0,35709
83,6,0,36332
84,6,0,36463
85,6,0,36847
86,6,0,37275
87,6,0,37448
88,6,0,38003
89,6,0,38156
90,6,0,38572
91,6,0,39354
92,6,0,39904
93,6,0,40381
94,6,0,40572
95,6,0,40623
96,6,0,40637
97,6,0,41309
98,6,0,41975
99,6,0,42210
100,6,0,42244
101,6,0,42502
102,6,0,42727
103,6,0,43037
104,6,0,43495
105,6,0,43534
106,6,0,44115
107,6,0,45326
108,6,0,45406
109,6,0,45703
110,6,0,47021
111,6,0,47462
112,6,0,48035
113,6,0,48636
114,6,0,49996
115,6,0,50677
116,6,0,51005
117,6,0,51156
118,6,0,51481
119,6,0,51498
120,6,0,52023
121,6,0,52396
122,6,0,52781
123,6,0,52940
124,6,0,53337
125,6,0,53397
126,6,0,53428
127,6,0,53662
128,6,0,53708
129,6,0,53983
130,6,0,54314
131,6,0,54600
132,6,0,55655
133,6,0,55729
134,6,0,56079
135,6,0,56262
136,6,0,56845
137,6,0,57285
138,6,0,57315
139,6,0,57436
140,6,0,57897
141,6,0,58220
142,6,0,59298
143,6,1,1391
144,6,1,1415
145,6,1,1661
146,6,1,1684
147,6,1,1818
148,6,1,2144
149,6,1,2650
150,6,1,2748
151,6,1,2863
152,6,1,2987
153,6,1,3028
154,6,1,3132
155,6,1,3530
156,6,1,3600
157,6,1,4398
158,6,1,5055
159,6,1,5318
160,6,1,6480
161,6,1,6943
162,6,1,7094
163,6,1,7348
164,6,1,7430
165,6,1,7564
166,6,1,7899
167,6,1,7903
168,6,1,7969
169,6,1,8163
170,6,1,8251
171,6,1,8735
172,6,1,9024
173,6,1,9860
174,6,1,9938
175,6,1,9950
176,6,1,10975
177,6,1,11022
178,6,1,11156
179,6,1,11469
180,6,1,12025
181,6,1,12308
182,6,1,12470
183,6,1,12942
184,6,1,12947
185,6,1,12967
186,6,1,13296
187,6,1,13380
188,6,1,13760
189,6,1,13851
190,6,1,14800
191,6,1,15061
192,6,1,15570
193,6,1,15665
194,6,1,16125
195,6,1,16781
196,6,1,18236
197,6,1,18396
198,6,1,18542
199,6,1,18569
200,6,1,18678
201,6,1,18854
