,class,label,index
0,2,0,7
1,2,0,507
2,2,0,1001
3,2,0,1197
4,2,0,1319
5,2,0,1345
6,2,0,1515
7,2,0,1649
8,2,0,2812
9,2,0,3151
10,2,0,3265
11,2,0,3595
12,2,0,3978
13,2,0,4069
14,2,0,4474
15,2,0,4772
16,2,0,5182
17,2,0,5352
18,2,0,5698
19,2,0,6053
20,2,0,6596
21,2,0,6620
22,2,0,6765
23,2,0,7119
24,2,0,7503
25,2,0,7629
26,2,0,7845
27,2,0,8237
28,2,0,8402
29,2,0,8935
30,2,0,9338
31,2,0,9402
32,2,0,9405
33,2,0,9460
34,2,0,9794
35,2,0,10785
36,2,0,10898
37,2,0,11015
38,2,0,11659
39,2,0,11741
40,2,0,11915
41,2,0,12040
42,2,0,12120
43,2,0,12370
44,2,0,12781
45,2,0,12831
46,2,0,13064
47,2,0,13320
48,2,0,14142
49,2,0,14544
50,2,0,14639
51,2,0,14925
52,2,0,15838
53,2,0,15953
54,2,0,16355
55,2,0,16504
56,2,0,16909
57,2,0,16978
58,2,0,17079
59,2,0,17234
60,2,0,17451
61,2,0,17546
62,2,0,17590
63,2,0,17595
64,2,0,17919
65,2,0,18045
66,2,0,20035
67,2,0,20534
68,2,0,20542
69,2,0,21041
70,2,0,21390
71,2,0,21473
72,2,0,21630
73,2,0,21864
74,2,0,22069
75,2,0,22160
76,2,0,22181
77,2,0,22190
78,2,0,22967
79,2,0,23396
80,2,0,23617
81,2,0,23639
82,2,0,23742
83,2,0,23811
84,2,0,23908
85,2,0,24432
86,2,0,24720
87,2,0,24817
88,2,0,24968
89,2,0,25237
90,2,0,25329
91,2,0,25423
92,2,0,26090
93,2,0,26812
94,2,0,27510
95,2,0,27565
96,2,0,28047
97,2,0,28502
98,2,0,28802
99,2,0,28821
100,2,0,29515
101,2,0,29917
102,2,0,29945
103,2,0,30114
104,2,0,30255
105,2,0,30488
106,2,0,30810
107,2,0,31458
108,2,0,31601
109,2,0,32027
110,2,0,32340
111,2,0,32548
112,2,0,32648
113,2,0,33068
114,2,0,33273
115,2,0,33427
116,2,0,33595
117,2,0,33607
118,2,0,34296
119,2,0,34410
120,2,0,34498
121,2,0,34551
122,2,0,34764
123,2,0,34810
124,2,0,34969
125,2,0,35069
126,2,0,35617
127,2,0,35855
128,2,0,35921
129,2,0,36112
130,2,0,36297
131,2,0,36342
132,2,0,36388
133,2,0,36521
134,2,0,36907
135,2,0,37352
136,2,0,37934
137,2,0,38360
138,2,0,38508
139,2,0,38568
140,2,0,38772
141,2,0,39093
142,2,0,39335
143,2,0,39402
144,2,0,39472
145,2,0,39867
146,2,0,40086
147,2,0,40205
148,2,0,40327
149,2,0,40580
150,2,0,40618
151,2,0,41075
152,2,0,41198
153,2,0,41684
154,2,0,42134
155,2,0,42226
156,2,0,42987
157,2,0,43088
158,2,0,43771
159,2,0,43923
160,2,0,44293
161,2,0,44371
162,2,0,44646
163,2,0,44785
164,2,0,44791
165,2,0,44806
166,2,0,45262
167,2,0,45589
168,2,0,45785
169,2,0,46068
170,2,0,46157
171,2,0,46353
172,2,0,47013
173,2,0,47041
174,2,0,47912
175,2,0,48214
176,2,0,48267
177,2,0,48406
178,2,0,48422
179,2,0,48607
180,2,0,49314
181,2,0,49382
182,2,0,49445
183,2,0,49545
184,2,0,49986
185,2,0,50154
186,2,0,50337
187,2,0,50430
188,2,0,50647
189,2,0,50717
190,2,0,51006
191,2,0,51360
192,2,0,51657
193,2,0,51782
194,2,0,51868
195,2,0,52114
196,2,0,52134
197,2,0,52398
198,2,0,53157
199,2,0,53234
200,2,0,53623
201,2,0,53794
202,2,0,53938
203,2,0,53944
204,2,0,54029
205,2,0,54054
206,2,0,54303
207,2,0,54826
208,2,0,55214
209,2,0,55423
210,2,0,55576
211,2,0,55850
212,2,0,55899
213,2,0,55947
214,2,0,55956
215,2,0,56312
216,2,0,56314
217,2,0,56394
218,2,0,56406
219,2,0,56523
220,2,0,56616
221,2,0,56762
222,2,0,56878
223,2,0,57983
224,2,0,58236
225,2,0,58344
226,2,0,58356
227,2,0,58746
228,2,0,58865
229,2,0,58994
230,2,0,59417
231,2,1,955
232,2,1,1143
233,2,1,1588
234,2,1,2116
235,2,1,2384
236,2,1,3706
237,2,1,3858
238,2,1,4676
239,2,1,5110
240,2,1,5194
241,2,1,5230
242,2,1,5765
243,2,1,6277
244,2,1,6323
245,2,1,6494
246,2,1,7765
247,2,1,8146
248,2,1,8394
249,2,1,9817
250,2,1,10208
251,2,1,10607
252,2,1,10690
253,2,1,10828
254,2,1,11950
255,2,1,12824
256,2,1,13006
257,2,1,13465
258,2,1,13635
259,2,1,14459
260,2,1,15274
261,2,1,17206
262,2,1,17236
263,2,1,18149
264,2,1,18675
265,2,1,18722
266,2,1,18949
267,2,1,19060
268,2,1,19225
269,2,1,19811
270,2,1,19837
271,2,1,19957
272,2,1,19994
273,2,1,20400
274,2,1,20432
275,2,1,20895
276,2,1,20916
277,2,1,21357
278,2,1,21899
279,2,1,22084
280,2,1,22224
281,2,1,23005
282,2,1,23478
283,2,1,24224
284,2,1,24734
285,2,1,24902
286,2,1,25001
287,2,1,25253
288,2,1,26551
289,2,1,27196
