,class,label,index
0,1,0,129
1,1,0,174
2,1,0,806
3,1,0,954
4,1,0,1020
5,1,0,1243
6,1,0,1915
7,1,0,2145
8,1,0,2250
9,1,0,2592
10,1,0,2617
11,1,0,3133
12,1,0,3309
13,1,0,3332
14,1,0,3354
15,1,0,3473
16,1,0,3688
17,1,0,4065
18,1,0,4080
19,1,0,5162
20,1,0,5640
21,1,0,5657
22,1,0,5722
23,1,0,5850
24,1,0,6287
25,1,0,6521
26,1,0,6797
27,1,0,6885
28,1,0,7004
29,1,0,7018
30,1,0,7586
31,1,0,7675
32,1,0,7921
33,1,0,8965
34,1,0,9050
35,1,0,10264
36,1,0,10498
37,1,0,10551
38,1,0,11389
39,1,0,11391
40,1,0,11638
41,1,0,11675
42,1,0,11765
43,1,0,12029
44,1,0,12039
45,1,0,12186
46,1,0,12680
47,1,0,12767
48,1,0,13325
49,1,0,13780
50,1,0,13831
51,1,0,13951
52,1,0,14092
53,1,0,14094
54,1,0,14354
55,1,0,14480
56,1,0,14531
57,1,0,14696
58,1,0,15242
59,1,0,15803
60,1,0,15861
61,1,0,15944
62,1,0,15974
63,1,0,15988
64,1,0,16197
65,1,0,16314
66,1,0,16454
67,1,0,17986
68,1,0,18281
69,1,0,18474
70,1,0,18661
71,1,0,18997
72,1,0,19009
73,1,0,19349
74,1,0,19978
75,1,0,20015
76,1,0,20090
77,1,0,20477
78,1,0,20490
79,1,0,20507
80,1,0,20797
81,1,0,20898
82,1,0,20997
83,1,0,21368
84,1,0,21416
85,1,0,21476
86,1,0,22406
87,1,0,22770
88,1,0,22802
89,1,0,23004
90,1,0,23151
91,1,0,23227
92,1,0,23387
93,1,0,23828
94,1,0,23872
95,1,0,23904
96,1,0,24299
97,1,0,24706
98,1,0,24850
99,1,0,24951
100,1,0,25095
101,1,0,25759
102,1,0,26598
103,1,0,26742
104,1,0,26783
105,1,0,27445
106,1,0,28355
107,1,0,28828
108,1,0,28956
109,1,0,28983
110,1,0,29067
111,1,0,29531
112,1,0,29690
113,1,0,29744
114,1,0,29803
115,1,0,29811
116,1,0,29921
117,1,0,29980
118,1,0,30419
119,1,0,31586
120,1,0,31653
121,1,0,32599
122,1,0,32966
123,1,0,33336
124,1,0,33376
125,1,0,33442
126,1,0,33905
127,1,0,33936
128,1,0,34145
129,1,0,34253
130,1,0,34378
131,1,0,34488
132,1,0,34599
133,1,0,35418
134,1,0,35558
135,1,0,35594
136,1,0,36286
137,1,0,36974
138,1,0,37179
139,1,0,37596
140,1,0,38253
141,1,0,38297
142,1,0,38388
143,1,0,38821
144,1,0,38848
145,1,0,38956
146,1,0,39542
147,1,0,39703
148,1,0,39762
149,1,0,40239
150,1,0,40466
151,1,0,40571
152,1,0,40760
153,1,0,40849
154,1,0,42367
155,1,0,42718
156,1,0,43208
157,1,0,44229
158,1,0,44298
159,1,0,44820
160,1,0,45104
161,1,0,45120
162,1,0,45191
163,1,0,45495
164,1,0,45621
165,1,0,46242
166,1,0,47024
167,1,0,47208
168,1,0,47523
169,1,0,47526
170,1,0,47548
171,1,0,47581
172,1,0,47977
173,1,0,48087
174,1,0,48547
175,1,0,48970
176,1,0,49132
177,1,0,49588
178,1,0,49765
179,1,0,49925
180,1,0,50161
181,1,0,50174
182,1,0,50314
183,1,0,50746
184,1,0,50751
185,1,0,50754
186,1,0,50837
187,1,0,51140
188,1,0,51487
189,1,0,51741
190,1,0,52031
191,1,0,52061
192,1,0,52206
193,1,0,52410
194,1,0,52823
195,1,0,53166
196,1,0,53454
197,1,0,53706
198,1,0,53951
199,1,0,53969
200,1,0,54209
201,1,0,54225
202,1,0,54359
203,1,0,54695
204,1,0,54985
205,1,0,55073
206,1,0,55095
207,1,0,55271
208,1,0,55880
209,1,0,56108
210,1,0,56424
211,1,0,56430
212,1,0,56740
213,1,0,56838
214,1,0,57510
215,1,0,57540
216,1,0,57900
217,1,0,57978
218,1,0,58382
219,1,0,58622
220,1,0,58699
221,1,0,59024
222,1,0,59137
223,1,0,59535
