,class,label,index
0,3,0,248
1,3,0,374
2,3,0,378
3,3,0,596
4,3,0,709
5,3,0,2113
6,3,0,2413
7,3,0,2625
8,3,0,2914
9,3,0,3286
10,3,0,3363
11,3,0,3378
12,3,0,3489
13,3,0,3812
14,3,0,5075
15,3,0,5121
16,3,0,5252
17,3,0,5869
18,3,0,5965
19,3,0,6037
20,3,0,6094
21,3,0,6428
22,3,0,6882
23,3,0,7557
24,3,0,7767
25,3,0,8352
26,3,0,8782
27,3,0,9445
28,3,0,10958
29,3,0,11495
30,3,0,12651
31,3,0,13260
32,3,0,13304
33,3,0,13710
34,3,0,13822
35,3,0,14498
36,3,0,15386
37,3,0,16719
38,3,0,17547
39,3,0,17723
40,3,0,18459
41,3,0,19138
42,3,0,19230
43,3,0,20543
44,3,0,20603
45,3,0,20621
46,3,0,21190
47,3,0,22846
48,3,0,22925
49,3,0,23439
50,3,0,23697
51,3,0,25100
52,3,0,25141
53,3,0,25191
54,3,0,25926
55,3,0,26589
56,3,0,26707
57,3,0,27007
58,3,0,27178
59,3,0,27354
60,3,0,28421
61,3,0,28728
62,3,0,29854
63,3,0,30025
64,3,0,30035
65,3,0,30404
66,3,0,30870
67,3,0,30901
68,3,0,31583
69,3,0,31881
70,3,0,32005
71,3,0,32470
72,3,0,32607
73,3,0,32834
74,3,0,33976
75,3,0,34101
76,3,0,34771
77,3,0,35038
78,3,0,35323
79,3,0,35882
80,3,0,35892
81,3,0,36960
82,3,0,36987
83,3,0,37064
84,3,0,39184
85,3,0,39389
86,3,0,39494
87,3,0,39783
88,3,0,40332
89,3,0,41254
90,3,0,41940
91,3,0,42644
92,3,0,44548
93,3,0,44728
94,3,0,44821
95,3,0,45213
96,3,0,45238
97,3,0,46478
98,3,0,46620
99,3,0,46658
100,3,0,46799
101,3,0,46873
102,3,0,47112
103,3,0,48018
104,3,0,48339
105,3,0,48394
106,3,0,48950
107,3,0,48984
108,3,0,49359
109,3,0,49481
110,3,0,49598
111,3,0,49815
112,3,0,50628
113,3,0,50987
114,3,0,51010
115,3,0,51234
116,3,0,51618
117,3,0,52095
118,3,0,53050
119,3,0,54677
120,3,0,55135
121,3,0,55661
122,3,0,55668
123,3,0,55699
124,3,0,55814
125,3,0,56133
126,3,0,56211
127,3,0,56606
128,3,0,57048
129,3,0,57099
130,3,0,57695
131,3,0,58171
132,3,0,58246
133,3,0,59286
134,3,1,59
135,3,1,259
136,3,1,854
137,3,1,1611
138,3,1,1620
139,3,1,1755
140,3,1,1987
141,3,1,2026
142,3,1,2457
143,3,1,2961
144,3,1,3020
145,3,1,3177
146,3,1,3597
147,3,1,3630
148,3,1,4060
149,3,1,4092
150,3,1,4637
151,3,1,4646
152,3,1,4906
153,3,1,4955
154,3,1,5025
155,3,1,5658
156,3,1,5878
157,3,1,6229
158,3,1,6282
159,3,1,6295
160,3,1,6328
161,3,1,6589
162,3,1,6927
163,3,1,6940
164,3,1,7030
165,3,1,7062
166,3,1,7674
167,3,1,8005
168,3,1,8022
169,3,1,8055
170,3,1,8340
171,3,1,8647
172,3,1,8732
173,3,1,8843
174,3,1,9183
175,3,1,9378
176,3,1,9507
177,3,1,9667
178,3,1,10179
179,3,1,10415
180,3,1,10429
181,3,1,10567
182,3,1,10608
183,3,1,10760
184,3,1,10906
185,3,1,10966
186,3,1,11099
187,3,1,11232
188,3,1,11541
189,3,1,11742
190,3,1,11979
191,3,1,12082
192,3,1,12358
193,3,1,12547
194,3,1,12717
195,3,1,12966
196,3,1,13050
197,3,1,13330
198,3,1,14037
199,3,1,14831
200,3,1,14882
201,3,1,14934
202,3,1,15358
203,3,1,15431
204,3,1,15440
205,3,1,15527
206,3,1,15767
207,3,1,15879
208,3,1,15893
209,3,1,16057
210,3,1,16070
211,3,1,16194
212,3,1,16313
213,3,1,16452
214,3,1,17037
215,3,1,17140
216,3,1,17424
217,3,1,17875
218,3,1,18107
219,3,1,18162
220,3,1,18163
221,3,1,18196
222,3,1,18602
223,3,1,18676
224,3,1,18917
225,3,1,19294
226,3,1,19821
227,3,1,19907
228,3,1,20563
229,3,1,20850
230,3,1,20856
231,3,1,21322
232,3,1,21356
233,3,1,22296
234,3,1,22457
235,3,1,22597
236,3,1,22628
237,3,1,22797
238,3,1,23268
239,3,1,23370
240,3,1,23538
241,3,1,23704
242,3,1,23831
243,3,1,23945
244,3,1,24041
245,3,1,24269
246,3,1,24482
247,3,1,24637
248,3,1,24872
249,3,1,24933
250,3,1,25003
251,3,1,25115
252,3,1,25313
253,3,1,25323
254,3,1,25637
255,3,1,26197
256,3,1,26209
257,3,1,26513
258,3,1,26548
259,3,1,26837
260,3,1,26982
261,3,1,26988
262,3,1,26996
263,3,1,27198
264,3,1,27352
265,3,1,28043
266,3,1,28246
267,3,1,28671
268,3,1,28898
269,3,1,28979
270,3,1,29029
271,3,1,29450
272,3,1,29650
273,3,1,30327
274,3,1,30690
275,3,1,30821
276,3,1,31021
277,3,1,31259
278,3,1,31344
279,3,1,31382
280,3,1,31622
281,3,1,31732
282,3,1,32011
283,3,1,32018
284,3,1,32129
285,3,1,32194
286,3,1,32399
287,3,1,32649
288,3,1,32677
289,3,1,32985
290,3,1,33844
291,3,1,33845
292,3,1,33908
293,3,1,34107
294,3,1,34354
295,3,1,34443
296,3,1,34982
297,3,1,35154
298,3,1,35161
299,3,1,36010
300,3,1,36105
301,3,1,36222
302,3,1,36893
303,3,1,37016
304,3,1,37415
305,3,1,37522
306,3,1,37642
307,3,1,37672
308,3,1,37862
309,3,1,38181
310,3,1,38381
311,3,1,38433
312,3,1,38501
313,3,1,38764
314,3,1,39011
315,3,1,39094
316,3,1,39205
317,3,1,39411
318,3,1,39478
319,3,1,39777
320,3,1,39958
321,3,1,40093
322,3,1,40128
323,3,1,40499
324,3,1,40594
325,3,1,40669
326,3,1,41072
327,3,1,41097
328,3,1,41246
329,3,1,41484
330,3,1,41686
331,3,1,41716
332,3,1,42083
333,3,1,43072
334,3,1,43433
335,3,1,43660
336,3,1,43707
337,3,1,43790
338,3,1,43880
339,3,1,43959
340,3,1,44490
341,3,1,44736
342,3,1,44765
343,3,1,44942
344,3,1,45025
345,3,1,45115
346,3,1,45552
347,3,1,45612
348,3,1,45774
349,3,1,45887
350,3,1,46542
351,3,1,46954
352,3,1,47574
353,3,1,47625
354,3,1,48802
355,3,1,49127
356,3,1,49199
357,3,1,49353
358,3,1,49551
359,3,1,49728
360,3,1,49832
361,3,1,49948
362,3,1,49973
363,3,1,50139
364,3,1,50770
365,3,1,51381
366,3,1,51692
367,3,1,52160
368,3,1,52213
369,3,1,52457
370,3,1,52682
371,3,1,52886
372,3,1,52902
373,3,1,54066
374,3,1,54333
375,3,1,54356
376,3,1,54819
377,3,1,55218
378,3,1,55326
379,3,1,55769
380,3,1,55882
381,3,1,56041
382,3,1,56172
383,3,1,56671
384,3,1,56704
385,3,1,56837
386,3,1,56869
387,3,1,56994
388,3,1,57183
389,3,1,57460
390,3,1,57538
391,3,1,57553
392,3,1,57722
393,3,1,57844
394,3,1,57870
395,3,1,57888
396,3,1,57951
397,3,1,58204
398,3,1,58212
399,3,1,58352
400,3,1,58365
401,3,1,58372
402,3,1,58509
403,3,1,58617
404,3,1,59207
405,3,1,59318
406,3,1,59731
407,3,2,631
408,3,2,1181
409,3,2,1542
410,3,2,1557
411,3,2,2257
412,3,2,2800
413,3,2,3012
414,3,2,4025
415,3,2,4221
416,3,2,4639
417,3,2,5695
418,3,2,6303
419,3,2,7754
420,3,2,8528
421,3,2,9146
422,3,2,10565
423,3,2,10826
424,3,2,11451
425,3,2,12922
426,3,2,13385
427,3,2,14547
428,3,2,15078
429,3,2,15147
430,3,2,15561
431,3,2,15957
432,3,2,17156
433,3,2,17212
434,3,2,17980
435,3,2,17987
436,3,2,18049
437,3,2,18638
438,3,2,18946
439,3,2,20085
440,3,2,21001
441,3,2,21470
442,3,2,23097
443,3,2,23678
444,3,2,25374
445,3,2,25403
446,3,2,25796
447,3,2,26788
448,3,2,29196
449,3,2,29498
450,3,2,29972
451,3,2,30136
452,3,2,31718
453,3,2,32382
454,3,2,33232
455,3,2,33444
456,3,2,33511
457,3,2,34268
458,3,2,34467
459,3,2,34887
460,3,2,34957
461,3,2,36306
462,3,2,36798
463,3,2,36999
464,3,2,40017
465,3,2,40854
466,3,2,41777
467,3,2,42745
468,3,2,43229
469,3,2,43587
470,3,2,43645
471,3,2,43978
472,3,2,44580
473,3,2,44717
474,3,2,46996
475,3,2,47127
476,3,2,48016
477,3,2,48841
478,3,2,49078
479,3,2,50144
480,3,2,50416
481,3,2,50442
482,3,2,51155
483,3,2,51450
484,3,2,52126
485,3,2,52306
486,3,2,54445
487,3,2,54602
488,3,2,54721
489,3,2,54904
490,3,2,56599
491,3,2,57155
492,3,2,58508
493,3,3,50
494,3,3,51
495,3,3,568
496,3,3,876
497,3,3,1194
498,3,3,1284
499,3,3,1544
500,3,3,1744
501,3,3,1803
502,3,3,1894
503,3,3,2036
504,3,3,2166
505,3,3,2308
506,3,3,2336
507,3,3,2358
508,3,3,2756
509,3,3,2831
510,3,3,2967
511,3,3,3018
512,3,3,3057
513,3,3,3222
514,3,3,3411
515,3,3,3477
516,3,3,3956
517,3,3,4365
518,3,3,4401
519,3,3,4811
520,3,3,5259
521,3,3,5586
522,3,3,5688
523,3,3,5818
524,3,3,6206
525,3,3,6255
526,3,3,6335
527,3,3,6742
528,3,3,6946
529,3,3,7401
530,3,3,8102
531,3,3,8124
532,3,3,8228
533,3,3,8253
534,3,3,8261
535,3,3,8554
536,3,3,8768
537,3,3,8927
538,3,3,9296
539,3,3,9391
540,3,3,9485
541,3,3,9693
542,3,3,9716
543,3,3,9828
544,3,3,9887
545,3,3,10186
546,3,3,10493
547,3,3,10517
548,3,3,10635
549,3,3,11068
550,3,3,11211
551,3,3,11405
552,3,3,11678
553,3,3,11732
554,3,3,12058
555,3,3,12148
556,3,3,13248
557,3,3,13368
558,3,3,13639
559,3,3,13673
560,3,3,14358
561,3,3,14364
562,3,3,14850
563,3,3,15028
564,3,3,15259
565,3,3,15384
566,3,3,15479
567,3,3,15743
568,3,3,15946
569,3,3,16198
570,3,3,16261
571,3,3,16572
572,3,3,16676
573,3,3,17106
574,3,3,17557
575,3,3,17653
576,3,3,17719
577,3,3,18109
578,3,3,18143
579,3,3,18170
580,3,3,18336
581,3,3,18541
582,3,3,18889
583,3,3,19826
584,3,3,20210
585,3,3,20493
586,3,3,21137
587,3,3,21212
588,3,3,21527
589,3,3,22088
590,3,3,22165
591,3,3,22211
592,3,3,22278
593,3,3,22316
594,3,3,22984
595,3,3,23116
596,3,3,23159
597,3,3,23380
598,3,3,23487
599,3,3,23607
600,3,3,23672
601,3,3,23913
602,3,3,24288
603,3,3,24476
604,3,3,24666
605,3,3,24716
606,3,3,25027
607,3,3,25283
608,3,3,26415
609,3,3,26528
610,3,3,26553
611,3,3,26909
612,3,3,27114
613,3,3,27318
614,3,3,27922
615,3,3,28128
616,3,3,28146
617,3,3,28257
618,3,3,28258
619,3,3,28266
620,3,3,28322
621,3,3,28522
622,3,3,28687
623,3,3,29157
624,3,3,29478
625,3,3,29848
626,3,3,29865
627,3,3,30339
628,3,3,30620
629,3,3,30718
630,3,3,30838
631,3,3,30913
632,3,3,31011
633,3,3,31233
634,3,3,31326
635,3,3,31504
636,3,3,31519
637,3,3,31560
638,3,3,31575
639,3,3,31971
640,3,3,32254
641,3,3,32271
642,3,3,32572
643,3,3,32604
644,3,3,32697
645,3,3,32703
646,3,3,34041
647,3,3,34160
648,3,3,34343
649,3,3,34520
650,3,3,35015
651,3,3,35387
652,3,3,35478
653,3,3,35992
654,3,3,36241
655,3,3,36281
656,3,3,36383
657,3,3,36954
658,3,3,37541
659,3,3,38077
660,3,3,38327
661,3,3,38643
662,3,3,38702
663,3,3,38893
664,3,3,39034
665,3,3,39266
666,3,3,39719
667,3,3,39818
668,3,3,40447
669,3,3,40712
670,3,3,40772
671,3,3,41308
672,3,3,41453
673,3,3,41505
674,3,3,41531
675,3,3,42002
676,3,3,42034
677,3,3,42037
678,3,3,42315
679,3,3,42415
680,3,3,42511
681,3,3,42611
682,3,3,43247
683,3,3,43481
684,3,3,43488
685,3,3,43522
686,3,3,43571
687,3,3,43638
688,3,3,43907
689,3,3,43921
690,3,3,43958
691,3,3,43975
692,3,3,44402
693,3,3,44549
694,3,3,44959
695,3,3,45334
696,3,3,45468
697,3,3,45753
698,3,3,45835
699,3,3,45873
700,3,3,45949
701,3,3,45992
702,3,3,46273
703,3,3,46291
704,3,3,46765
705,3,3,46803
706,3,3,46970
707,3,3,47268
708,3,3,47420
709,3,3,47430
710,3,3,47817
711,3,3,47895
712,3,3,48346
713,3,3,49144
714,3,3,49202
715,3,3,49215
716,3,3,49915
717,3,3,50007
718,3,3,50064
719,3,3,50400
720,3,3,50413
721,3,3,50426
722,3,3,50640
723,3,3,50687
724,3,3,50856
725,3,3,51026
726,3,3,51245
727,3,3,51399
728,3,3,51421
729,3,3,51634
730,3,3,52058
731,3,3,52093
732,3,3,52118
733,3,3,52200
734,3,3,52310
735,3,3,52467
736,3,3,52511
737,3,3,52611
738,3,3,52668
739,3,3,52869
740,3,3,53069
741,3,3,53296
742,3,3,53348
743,3,3,53801
744,3,3,54245
745,3,3,54277
746,3,3,54324
747,3,3,54448
748,3,3,54842
749,3,3,54934
750,3,3,54970
751,3,3,54994
752,3,3,55079
753,3,3,55134
754,3,3,55156
755,3,3,55404
756,3,3,55789
757,3,3,56162
758,3,3,56632
759,3,3,57373
760,3,3,57664
761,3,3,57743
762,3,3,58609
763,3,3,58821
764,3,3,58972
765,3,3,59263
766,3,3,59449
767,3,3,59935
768,3,4,277
769,3,4,327
770,3,4,478
771,3,4,757
772,3,4,997
773,3,4,1064
774,3,4,1290
775,3,4,1435
776,3,4,1449
777,3,4,1667
778,3,4,2051
779,3,4,2087
780,3,4,2181
781,3,4,2415
782,3,4,2723
783,3,4,2731
784,3,4,2755
785,3,4,3535
786,3,4,3604
787,3,4,3778
788,3,4,3823
789,3,4,3913
790,3,4,3929
791,3,4,4357
792,3,4,4493
793,3,4,5053
794,3,4,5187
795,3,4,5267
796,3,4,5339
797,3,4,5340
798,3,4,5403
799,3,4,5438
800,3,4,5551
801,3,4,5910
802,3,4,5912
803,3,4,6052
804,3,4,6256
805,3,4,6575
806,3,4,6649
807,3,4,6897
808,3,4,6949
809,3,4,7169
810,3,4,7322
811,3,4,7442
812,3,4,7588
813,3,4,8186
814,3,4,8222
815,3,4,8361
816,3,4,8658
817,3,4,8970
818,3,4,9034
819,3,4,9780
820,3,4,10192
821,3,4,11171
822,3,4,11226
823,3,4,11264
824,3,4,11559
825,3,4,11813
826,3,4,12010
827,3,4,12146
828,3,4,12384
829,3,4,13161
830,3,4,13456
831,3,4,13529
832,3,4,13765
833,3,4,14496
834,3,4,14697
835,3,4,14869
836,3,4,15637
837,3,4,16154
838,3,4,16220
839,3,4,16287
840,3,4,16378
841,3,4,16406
842,3,4,16716
843,3,4,16936
844,3,4,17075
845,3,4,17293
846,3,4,17497
847,3,4,17624
848,3,4,17823
849,3,4,17976
850,3,4,18092
851,3,4,18269
852,3,4,18293
853,3,4,18366
854,3,4,18814
855,3,4,18860
856,3,4,19067
857,3,4,19116
858,3,4,19275
859,3,4,19696
860,3,4,19824
861,3,4,20089
862,3,4,20423
863,3,4,20893
864,3,4,22730
865,3,4,23048
866,3,4,23272
867,3,4,23319
868,3,4,23416
869,3,4,23458
870,3,4,24509
871,3,4,24699
872,3,4,24981
873,3,4,25304
874,3,4,25399
875,3,4,25743
876,3,4,26256
877,3,4,26258
